,encoding,config,opt_name,reason,proved
1097,combined,cvc4,AddSub:1202,values,no
1098,combined,cvc4,AddSub:1295,poison,yes
1099,combined,cvc4,AddSub:1295,undef,yes
1100,combined,cvc4,AddSub:1295,values,no
1101,combined,cvc4,AddSub:1539-2,poison,yes
1102,combined,cvc4,AddSub:1539-2,undef,yes
1103,combined,cvc4,AddSub:1539-2,values,yes
1104,combined,cvc4,AddSub:1560,poison,yes
1105,combined,cvc4,AddSub:1560,undef,yes
1106,combined,cvc4,AddSub:1560,values,no
1107,combined,cvc4,AddSub:1564,poison,yes
1108,combined,cvc4,AddSub:1564,undef,yes
1109,combined,cvc4,AddSub:1564,values,no
1110,combined,cvc4,AddSub:1574,poison,yes
1111,combined,cvc4,AddSub:1574,undef,yes
1112,combined,cvc4,AddSub:1574,values,yes
1113,combined,cvc4,AddSub:1599,poison,yes
1114,combined,cvc4,AddSub:1599,undef,yes
1115,combined,cvc4,AddSub:1599,values,yes
1116,combined,cvc4,AddSub:1604,poison,yes
1117,combined,cvc4,AddSub:1604,undef,yes
1118,combined,cvc4,AddSub:1604,values,yes
1119,combined,cvc4,AddSub:1614,poison,yes
1120,combined,cvc4,AddSub:1614,undef,yes
1121,combined,cvc4,AddSub:1614,values,yes
1122,combined,cvc4,AddSub:1619,poison,yes
1123,combined,cvc4,AddSub:1619,undef,yes
1124,combined,cvc4,AddSub:1619,values,yes
1125,combined,cvc4,AddSub:1624,poison,yes
1126,combined,cvc4,AddSub:1624,undef,yes
1127,combined,cvc4,AddSub:1624,values,no
1128,combined,cvc4,AndOrXor:1006,poison,yes
1129,combined,cvc4,AndOrXor:1006,undef,yes
1130,combined,cvc4,AndOrXor:1006,values,yes
1131,combined,cvc4,AndOrXor:1007,poison,yes
1132,combined,cvc4,AndOrXor:1007,undef,yes
1133,combined,cvc4,AndOrXor:1007,values,yes
1134,combined,cvc4,AndOrXor:1012,poison,yes
1135,combined,cvc4,AndOrXor:1012,undef,yes
1136,combined,cvc4,AndOrXor:1012,values,yes
1137,combined,cvc4,AndOrXor:1230,poison,yes
1138,combined,cvc4,AndOrXor:1230,undef,yes
1139,combined,cvc4,AndOrXor:1230,values,no
1140,combined,cvc4,AndOrXor:1241,poison,yes
1141,combined,cvc4,AndOrXor:1241,undef,yes
1142,combined,cvc4,AndOrXor:1241,values,no
1143,combined,cvc4,AndOrXor:1247,poison,yes
1144,combined,cvc4,AndOrXor:1247,undef,yes
1145,combined,cvc4,AndOrXor:1247,values,no
1146,combined,cvc4,AndOrXor:1253,poison,yes
1147,combined,cvc4,AndOrXor:1253,undef,yes
1148,combined,cvc4,AndOrXor:1253,values,no
1149,combined,cvc4,AndOrXor:1280,poison,yes
1150,combined,cvc4,AndOrXor:1280,undef,yes
1151,combined,cvc4,AndOrXor:1280,values,no
1152,combined,cvc4,AndOrXor:1288,poison,yes
1153,combined,cvc4,AndOrXor:1288,undef,yes
1154,combined,cvc4,AndOrXor:1288,values,no
1155,combined,cvc4,AndOrXor:1294,poison,yes
1156,combined,cvc4,AndOrXor:1294,undef,yes
1157,combined,cvc4,AndOrXor:1294,values,no
1158,combined,cvc4,AndOrXor:135,poison,yes
1159,combined,cvc4,AndOrXor:135,undef,yes
1160,combined,cvc4,AndOrXor:135,values,no
1161,combined,cvc4,AndOrXor:144,poison,yes
1162,combined,cvc4,AndOrXor:144,undef,yes
1163,combined,cvc4,AndOrXor:144,values,no
1164,combined,cvc4,AndOrXor:151,poison,yes
1165,combined,cvc4,AndOrXor:151,undef,yes
1166,combined,cvc4,AndOrXor:151,values,no
1167,combined,cvc4,AndOrXor:1683-1,poison,yes
1168,combined,cvc4,AndOrXor:1683-1,undef,yes
1169,combined,cvc4,AndOrXor:1683-1,values,yes
1170,combined,cvc4,AndOrXor:1683-2,poison,yes
1171,combined,cvc4,AndOrXor:1683-2,undef,yes
1172,combined,cvc4,AndOrXor:1683-2,values,yes
1173,combined,cvc4,AndOrXor:1704,poison,yes
1174,combined,cvc4,AndOrXor:1704,undef,yes
1175,combined,cvc4,AndOrXor:1704,values,yes
1176,combined,cvc4,AndOrXor:1705,poison,yes
1177,combined,cvc4,AndOrXor:1705,undef,yes
1178,combined,cvc4,AndOrXor:1705,values,yes
1179,combined,cvc4,AndOrXor:1733,poison,yes
1180,combined,cvc4,AndOrXor:1733,undef,yes
1181,combined,cvc4,AndOrXor:1733,values,yes
1182,combined,cvc4,AndOrXor:1740,poison,yes
1183,combined,cvc4,AndOrXor:1740,undef,yes
1184,combined,cvc4,AndOrXor:1740,values,yes
1185,combined,cvc4,AndOrXor:1795,poison,yes
1186,combined,cvc4,AndOrXor:1795,undef,yes
1187,combined,cvc4,AndOrXor:1795,values,no
1188,combined,cvc4,AndOrXor:1818,poison,yes
1189,combined,cvc4,AndOrXor:1818,undef,yes
1190,combined,cvc4,AndOrXor:1818,values,yes
1191,combined,cvc4,AndOrXor:1819,poison,yes
1192,combined,cvc4,AndOrXor:1819,undef,yes
1193,combined,cvc4,AndOrXor:1819,values,yes
1194,combined,cvc4,AndOrXor:1820,poison,yes
1195,combined,cvc4,AndOrXor:1820,undef,yes
1196,combined,cvc4,AndOrXor:1820,values,yes
1197,combined,cvc4,AndOrXor:1827,poison,yes
1198,combined,cvc4,AndOrXor:1827,undef,yes
1199,combined,cvc4,AndOrXor:1827,values,yes
1200,combined,cvc4,AndOrXor:1828,poison,yes
1201,combined,cvc4,AndOrXor:1828,undef,yes
1202,combined,cvc4,AndOrXor:1828,values,yes
1203,combined,cvc4,AndOrXor:1829,poison,yes
1204,combined,cvc4,AndOrXor:1829,undef,yes
1205,combined,cvc4,AndOrXor:1829,values,yes
1206,combined,cvc4,AndOrXor:1831,poison,yes
1207,combined,cvc4,AndOrXor:1831,undef,yes
1208,combined,cvc4,AndOrXor:1831,values,yes
1209,combined,cvc4,AndOrXor:1832,poison,yes
1210,combined,cvc4,AndOrXor:1832,undef,yes
1211,combined,cvc4,AndOrXor:1832,values,yes
1212,combined,cvc4,AndOrXor:1833,poison,yes
1213,combined,cvc4,AndOrXor:1833,undef,yes
1214,combined,cvc4,AndOrXor:1833,values,yes
1215,combined,cvc4,AndOrXor:1844,poison,yes
1216,combined,cvc4,AndOrXor:1844,undef,yes
1217,combined,cvc4,AndOrXor:1844,values,yes
1218,combined,cvc4,AndOrXor:1849,poison,yes
1219,combined,cvc4,AndOrXor:1849,undef,yes
1220,combined,cvc4,AndOrXor:1849,values,yes
1221,combined,cvc4,AndOrXor:1850,poison,yes
1222,combined,cvc4,AndOrXor:1850,undef,yes
1223,combined,cvc4,AndOrXor:1850,values,yes
1224,combined,cvc4,AndOrXor:1864,poison,yes
1225,combined,cvc4,AndOrXor:1864,undef,yes
1226,combined,cvc4,AndOrXor:1864,values,yes
1227,combined,cvc4,AndOrXor:1869,poison,yes
1228,combined,cvc4,AndOrXor:1869,undef,yes
1229,combined,cvc4,AndOrXor:1869,values,yes
1230,combined,cvc4,AndOrXor:1870,poison,yes
1231,combined,cvc4,AndOrXor:1870,undef,yes
1232,combined,cvc4,AndOrXor:1870,values,yes
1233,combined,cvc4,AndOrXor:1879,poison,yes
1234,combined,cvc4,AndOrXor:1879,undef,yes
1235,combined,cvc4,AndOrXor:1879,values,yes
1236,combined,cvc4,AndOrXor:1880,poison,yes
1237,combined,cvc4,AndOrXor:1880,undef,yes
1238,combined,cvc4,AndOrXor:1880,values,yes
1239,combined,cvc4,AndOrXor:1884,poison,yes
1240,combined,cvc4,AndOrXor:1884,undef,yes
1241,combined,cvc4,AndOrXor:1884,values,yes
1242,combined,cvc4,AndOrXor:1885,poison,yes
1243,combined,cvc4,AndOrXor:1885,undef,yes
1244,combined,cvc4,AndOrXor:1885,values,yes
1245,combined,cvc4,AndOrXor:1894,poison,yes
1246,combined,cvc4,AndOrXor:1894,undef,yes
1247,combined,cvc4,AndOrXor:1894,values,yes
1248,combined,cvc4,AndOrXor:1895,poison,yes
1249,combined,cvc4,AndOrXor:1895,undef,yes
1250,combined,cvc4,AndOrXor:1895,values,yes
1251,combined,cvc4,AndOrXor:1899,poison,yes
1252,combined,cvc4,AndOrXor:1899,undef,yes
1253,combined,cvc4,AndOrXor:1899,values,yes
1254,combined,cvc4,AndOrXor:1900,poison,yes
1255,combined,cvc4,AndOrXor:1900,undef,yes
1256,combined,cvc4,AndOrXor:1900,values,yes
1257,combined,cvc4,AndOrXor:1979,poison,yes
1258,combined,cvc4,AndOrXor:1979,undef,yes
1259,combined,cvc4,AndOrXor:1979,values,no
1260,combined,cvc4,AndOrXor:2008,poison,yes
1261,combined,cvc4,AndOrXor:2008,undef,yes
1262,combined,cvc4,AndOrXor:2008,values,no
1263,combined,cvc4,AndOrXor:2052,poison,yes
1264,combined,cvc4,AndOrXor:2052,undef,yes
1265,combined,cvc4,AndOrXor:2052,values,no
1266,combined,cvc4,AndOrXor:2063,poison,yes
1267,combined,cvc4,AndOrXor:2063,undef,yes
1268,combined,cvc4,AndOrXor:2063,values,no
1269,combined,cvc4,AndOrXor:210,poison,yes
1270,combined,cvc4,AndOrXor:210,undef,yes
1271,combined,cvc4,AndOrXor:210,values,no
1272,combined,cvc4,AndOrXor:2113,poison,yes
1273,combined,cvc4,AndOrXor:2113,undef,yes
1274,combined,cvc4,AndOrXor:2113,values,no
1275,combined,cvc4,AndOrXor:2118,poison,yes
1276,combined,cvc4,AndOrXor:2118,undef,yes
1277,combined,cvc4,AndOrXor:2118,values,no
1278,combined,cvc4,AndOrXor:2123,poison,yes
1279,combined,cvc4,AndOrXor:2123,undef,yes
1280,combined,cvc4,AndOrXor:2123,values,no
1281,combined,cvc4,AndOrXor:2160,poison,yes
1282,combined,cvc4,AndOrXor:2160,undef,yes
1283,combined,cvc4,AndOrXor:2160,values,no
1284,combined,cvc4,AndOrXor:2188,poison,yes
1285,combined,cvc4,AndOrXor:2188,undef,yes
1286,combined,cvc4,AndOrXor:2188,values,no
1287,combined,cvc4,AndOrXor:2231,poison,yes
1288,combined,cvc4,AndOrXor:2231,undef,yes
1289,combined,cvc4,AndOrXor:2231,values,no
1290,combined,cvc4,AndOrXor:2243,poison,yes
1291,combined,cvc4,AndOrXor:2243,undef,yes
1292,combined,cvc4,AndOrXor:2243,values,no
1293,combined,cvc4,AndOrXor:2247,poison,yes
1294,combined,cvc4,AndOrXor:2247,undef,yes
1295,combined,cvc4,AndOrXor:2247,values,no
1296,combined,cvc4,AndOrXor:2263,poison,yes
1297,combined,cvc4,AndOrXor:2263,undef,yes
1298,combined,cvc4,AndOrXor:2263,values,no
1299,combined,cvc4,AndOrXor:2264,poison,yes
1300,combined,cvc4,AndOrXor:2264,undef,yes
1301,combined,cvc4,AndOrXor:2264,values,no
1302,combined,cvc4,AndOrXor:2265,poison,yes
1303,combined,cvc4,AndOrXor:2265,undef,yes
1304,combined,cvc4,AndOrXor:2265,values,no
1305,combined,cvc4,AndOrXor:2284,poison,yes
1306,combined,cvc4,AndOrXor:2284,undef,yes
1307,combined,cvc4,AndOrXor:2284,values,no
1308,combined,cvc4,AndOrXor:2285,poison,yes
1309,combined,cvc4,AndOrXor:2285,undef,yes
1310,combined,cvc4,AndOrXor:2285,values,no
1311,combined,cvc4,AndOrXor:2297,poison,yes
1312,combined,cvc4,AndOrXor:2297,undef,yes
1313,combined,cvc4,AndOrXor:2297,values,no
1314,combined,cvc4,AndOrXor:230,poison,yes
1315,combined,cvc4,AndOrXor:230,undef,yes
1316,combined,cvc4,AndOrXor:230,values,no
1317,combined,cvc4,AndOrXor:2367,poison,yes
1318,combined,cvc4,AndOrXor:2367,undef,yes
1319,combined,cvc4,AndOrXor:2367,values,no
1320,combined,cvc4,AndOrXor:2416,poison,yes
1321,combined,cvc4,AndOrXor:2416,undef,yes
1322,combined,cvc4,AndOrXor:2416,values,no
1323,combined,cvc4,AndOrXor:2417,poison,yes
1324,combined,cvc4,AndOrXor:2417,undef,yes
1325,combined,cvc4,AndOrXor:2417,values,no
1326,combined,cvc4,AndOrXor:2429,poison,yes
1327,combined,cvc4,AndOrXor:2429,undef,yes
1328,combined,cvc4,AndOrXor:2429,values,no
1329,combined,cvc4,AndOrXor:2430,poison,yes
1330,combined,cvc4,AndOrXor:2430,undef,yes
1331,combined,cvc4,AndOrXor:2430,values,no
1332,combined,cvc4,AndOrXor:2443,poison,yes
1333,combined,cvc4,AndOrXor:2443,undef,yes
1334,combined,cvc4,AndOrXor:2443,values,no
1335,combined,cvc4,AndOrXor:2453,poison,yes
1336,combined,cvc4,AndOrXor:2453,undef,yes
1337,combined,cvc4,AndOrXor:2453,values,yes
1338,combined,cvc4,AndOrXor:2475,poison,yes
1339,combined,cvc4,AndOrXor:2475,undef,yes
1340,combined,cvc4,AndOrXor:2475,values,no
1341,combined,cvc4,AndOrXor:2486,poison,yes
1342,combined,cvc4,AndOrXor:2486,undef,yes
1343,combined,cvc4,AndOrXor:2486,values,no
1344,combined,cvc4,AndOrXor:2515,poison,yes
1345,combined,cvc4,AndOrXor:2515,undef,yes
1346,combined,cvc4,AndOrXor:2515,values,no
1347,combined,cvc4,AndOrXor:2581,poison,yes
1348,combined,cvc4,AndOrXor:2581,undef,yes
1349,combined,cvc4,AndOrXor:2581,values,no
1350,combined,cvc4,AndOrXor:2587,poison,yes
1351,combined,cvc4,AndOrXor:2587,undef,yes
1352,combined,cvc4,AndOrXor:2587,values,no
1353,combined,cvc4,AndOrXor:2595,poison,yes
1354,combined,cvc4,AndOrXor:2595,undef,yes
1355,combined,cvc4,AndOrXor:2595,values,no
1356,combined,cvc4,AndOrXor:2607,poison,yes
1357,combined,cvc4,AndOrXor:2607,undef,yes
1358,combined,cvc4,AndOrXor:2607,values,no
1359,combined,cvc4,AndOrXor:2617,poison,yes
1360,combined,cvc4,AndOrXor:2617,undef,yes
1361,combined,cvc4,AndOrXor:2617,values,no
1362,combined,cvc4,AndOrXor:2627,poison,yes
1363,combined,cvc4,AndOrXor:2627,undef,yes
1364,combined,cvc4,AndOrXor:2627,values,no
1365,combined,cvc4,AndOrXor:2647,poison,yes
1366,combined,cvc4,AndOrXor:2647,undef,yes
1367,combined,cvc4,AndOrXor:2647,values,no
1368,combined,cvc4,AndOrXor:2658,poison,yes
1369,combined,cvc4,AndOrXor:2658,undef,yes
1370,combined,cvc4,AndOrXor:2658,values,no
1371,combined,cvc4,AndOrXor:2663,poison,yes
1372,combined,cvc4,AndOrXor:2663,undef,yes
1373,combined,cvc4,AndOrXor:2663,values,yes
1374,combined,cvc4,AndOrXor:270,poison,yes
1375,combined,cvc4,AndOrXor:270,undef,yes
1376,combined,cvc4,AndOrXor:270,values,yes
1377,combined,cvc4,AndOrXor:273,poison,yes
1378,combined,cvc4,AndOrXor:273,undef,yes
1379,combined,cvc4,AndOrXor:273,values,yes
1380,combined,cvc4,AndOrXor:280,poison,yes
1381,combined,cvc4,AndOrXor:280,undef,yes
1382,combined,cvc4,AndOrXor:280,values,yes
1383,combined,cvc4,AndOrXor:287,poison,yes
1384,combined,cvc4,AndOrXor:287,undef,yes
1385,combined,cvc4,AndOrXor:287,values,yes
1386,combined,cvc4,AndOrXor:290,poison,yes
1387,combined,cvc4,AndOrXor:290,undef,yes
1388,combined,cvc4,AndOrXor:290,values,yes
1389,combined,cvc4,AndOrXor:298,poison,yes
1390,combined,cvc4,AndOrXor:298,undef,yes
1391,combined,cvc4,AndOrXor:298,values,yes
1392,combined,cvc4,AndOrXor:363,poison,yes
1393,combined,cvc4,AndOrXor:363,undef,yes
1394,combined,cvc4,AndOrXor:363,values,no
1395,combined,cvc4,AndOrXor:364,poison,yes
1396,combined,cvc4,AndOrXor:364,undef,yes
1397,combined,cvc4,AndOrXor:364,values,no
1398,combined,cvc4,AndOrXor:516,poison,yes
1399,combined,cvc4,AndOrXor:516,undef,yes
1400,combined,cvc4,AndOrXor:516,values,no
1401,combined,cvc4,AndOrXor:523,poison,yes
1402,combined,cvc4,AndOrXor:523,undef,yes
1403,combined,cvc4,AndOrXor:523,values,no
1404,combined,cvc4,AndOrXor:530,poison,yes
1405,combined,cvc4,AndOrXor:530,undef,yes
1406,combined,cvc4,AndOrXor:530,values,no
1407,combined,cvc4,AndOrXor:537,poison,yes
1408,combined,cvc4,AndOrXor:537,undef,yes
1409,combined,cvc4,AndOrXor:537,values,no
1410,combined,cvc4,AndOrXor:698,poison,yes
1411,combined,cvc4,AndOrXor:698,undef,yes
1412,combined,cvc4,AndOrXor:698,values,no
1413,combined,cvc4,AndOrXor:709,poison,yes
1414,combined,cvc4,AndOrXor:709,undef,yes
1415,combined,cvc4,AndOrXor:709,values,no
1416,combined,cvc4,AndOrXor:716,poison,yes
1417,combined,cvc4,AndOrXor:716,undef,yes
1418,combined,cvc4,AndOrXor:716,values,no
1419,combined,cvc4,AndOrXor:732-1,poison,yes
1420,combined,cvc4,AndOrXor:732-1,undef,yes
1421,combined,cvc4,AndOrXor:732-1,values,no
1422,combined,cvc4,AndOrXor:732-2,poison,yes
1423,combined,cvc4,AndOrXor:732-2,undef,yes
1424,combined,cvc4,AndOrXor:732-2,values,no
1425,combined,cvc4,AndOrXor:745,poison,yes
1426,combined,cvc4,AndOrXor:745,undef,yes
1427,combined,cvc4,AndOrXor:745,values,no
1428,combined,cvc4,AndOrXor:757,poison,yes
1429,combined,cvc4,AndOrXor:757,undef,yes
1430,combined,cvc4,AndOrXor:757,values,no
1431,combined,cvc4,AndOrXor:794,poison,yes
1432,combined,cvc4,AndOrXor:794,undef,yes
1433,combined,cvc4,AndOrXor:794,values,yes
1434,combined,cvc4,AndOrXor:819,poison,yes
1435,combined,cvc4,AndOrXor:819,undef,yes
1436,combined,cvc4,AndOrXor:819,values,no
1437,combined,cvc4,AndOrXor:827,poison,yes
1438,combined,cvc4,AndOrXor:827,undef,yes
1439,combined,cvc4,AndOrXor:827,values,yes
1440,combined,cvc4,AndOrXor:887-1,poison,yes
1441,combined,cvc4,AndOrXor:887-1,undef,yes
1442,combined,cvc4,AndOrXor:887-1,values,yes
1443,combined,cvc4,AndOrXor:887-2,poison,yes
1444,combined,cvc4,AndOrXor:887-2,undef,yes
1445,combined,cvc4,AndOrXor:887-2,values,yes
1446,combined,cvc4,AndOrXor:922,poison,yes
1447,combined,cvc4,AndOrXor:922,undef,yes
1448,combined,cvc4,AndOrXor:922,values,yes
1449,combined,cvc4,AndOrXor:923,poison,yes
1450,combined,cvc4,AndOrXor:923,undef,yes
1451,combined,cvc4,AndOrXor:923,values,yes
1452,combined,cvc4,AndOrXor:924,poison,yes
1453,combined,cvc4,AndOrXor:924,undef,yes
1454,combined,cvc4,AndOrXor:924,values,yes
1455,combined,cvc4,AndOrXor:931,poison,yes
1456,combined,cvc4,AndOrXor:931,undef,yes
1457,combined,cvc4,AndOrXor:931,values,yes
1458,combined,cvc4,AndOrXor:937,poison,yes
1459,combined,cvc4,AndOrXor:937,undef,yes
1460,combined,cvc4,AndOrXor:937,values,yes
1461,combined,cvc4,AndOrXor:940,poison,yes
1462,combined,cvc4,AndOrXor:940,undef,yes
1463,combined,cvc4,AndOrXor:940,values,yes
1464,combined,cvc4,AndOrXor:941,poison,yes
1465,combined,cvc4,AndOrXor:941,undef,yes
1466,combined,cvc4,AndOrXor:941,values,yes
1467,combined,cvc4,AndOrXor:942,poison,yes
1468,combined,cvc4,AndOrXor:942,undef,yes
1469,combined,cvc4,AndOrXor:942,values,yes
1470,combined,cvc4,AndOrXor:949,poison,yes
1471,combined,cvc4,AndOrXor:949,undef,yes
1472,combined,cvc4,AndOrXor:949,values,no
1473,combined,cvc4,AndOrXor:961,poison,yes
1474,combined,cvc4,AndOrXor:961,undef,yes
1475,combined,cvc4,AndOrXor:961,values,yes
1476,combined,cvc4,AndOrXor:962,poison,yes
1477,combined,cvc4,AndOrXor:962,undef,yes
1478,combined,cvc4,AndOrXor:962,values,yes
1479,combined,cvc4,AndOrXor:966,poison,yes
1480,combined,cvc4,AndOrXor:966,undef,yes
1481,combined,cvc4,AndOrXor:966,values,yes
1482,combined,cvc4,AndOrXor:967,poison,yes
1483,combined,cvc4,AndOrXor:967,undef,yes
1484,combined,cvc4,AndOrXor:967,values,yes
1485,combined,cvc4,AndOrXor:978,poison,yes
1486,combined,cvc4,AndOrXor:978,undef,yes
1487,combined,cvc4,AndOrXor:978,values,yes
1488,combined,cvc4,AndOrXor:979,poison,yes
1489,combined,cvc4,AndOrXor:979,undef,yes
1490,combined,cvc4,AndOrXor:979,values,yes
1491,combined,cvc4,AndOrXor:988,poison,yes
1492,combined,cvc4,AndOrXor:988,undef,yes
1493,combined,cvc4,AndOrXor:988,values,yes
1494,combined,cvc4,AndOrXor:989,poison,yes
1495,combined,cvc4,AndOrXor:989,undef,yes
1496,combined,cvc4,AndOrXor:989,values,yes
1497,combined,cvc4,AndOrXor:994,poison,yes
1498,combined,cvc4,AndOrXor:994,undef,yes
1499,combined,cvc4,AndOrXor:994,values,yes
1500,combined,cvc4,InstCombineShift239,poison,yes
1501,combined,cvc4,InstCombineShift239,undef,yes
1502,combined,cvc4,InstCombineShift239,values,no
1503,combined,cvc4,InstCombineShift279,poison,yes
1504,combined,cvc4,InstCombineShift279,undef,yes
1505,combined,cvc4,InstCombineShift279,values,no
1506,combined,cvc4,InstCombineShift440,poison,yes
1507,combined,cvc4,InstCombineShift440,undef,yes
1508,combined,cvc4,InstCombineShift440,values,no
1509,combined,cvc4,InstCombineShift476,poison,yes
1510,combined,cvc4,InstCombineShift476,undef,yes
1511,combined,cvc4,InstCombineShift476,values,no
1512,combined,cvc4,InstCombineShift497a,poison,yes
1513,combined,cvc4,InstCombineShift497a,undef,yes
1514,combined,cvc4,InstCombineShift497a,values,no
1515,combined,cvc4,InstCombineShift497b,poison,yes
1516,combined,cvc4,InstCombineShift497b,undef,yes
1517,combined,cvc4,InstCombineShift497b,values,no
1518,combined,cvc4,InstCombineShift497c,poison,yes
1519,combined,cvc4,InstCombineShift497c,undef,yes
1520,combined,cvc4,InstCombineShift497c,values,no
1521,combined,cvc4,InstCombineShift497d,poison,yes
1522,combined,cvc4,InstCombineShift497d,undef,yes
1523,combined,cvc4,InstCombineShift497d,values,no
1524,combined,cvc4,InstCombineShift582,poison,yes
1525,combined,cvc4,InstCombineShift582,undef,yes
1526,combined,cvc4,InstCombineShift582,values,no
1527,combined,cvc4,Select:1100,poison,yes
1528,combined,cvc4,Select:1100,undef,yes
1529,combined,cvc4,Select:1100,values,yes
1530,combined,cvc4,Select:1105,poison,yes
1531,combined,cvc4,Select:1105,undef,yes
1532,combined,cvc4,Select:1105,values,yes
1533,combined,cvc4,Select:420,poison,yes
1534,combined,cvc4,Select:420,undef,yes
1535,combined,cvc4,Select:420,values,no
1536,combined,cvc4,Select:423,poison,yes
1537,combined,cvc4,Select:423,undef,yes
1538,combined,cvc4,Select:423,values,no
1539,combined,cvc4,Select:427,poison,yes
1540,combined,cvc4,Select:427,undef,yes
1541,combined,cvc4,Select:427,values,no
1542,combined,cvc4,Select:430,poison,yes
1543,combined,cvc4,Select:430,undef,yes
1544,combined,cvc4,Select:430,values,no
1545,combined,cvc4,Select:433,poison,yes
1546,combined,cvc4,Select:433,undef,yes
1547,combined,cvc4,Select:433,values,no
1548,combined,cvc4,Select:510,poison,yes
1549,combined,cvc4,Select:510,undef,yes
1550,combined,cvc4,Select:510,values,yes
1551,combined,cvc4,Select:575a,poison,yes
1552,combined,cvc4,Select:575a,undef,yes
1553,combined,cvc4,Select:575a,values,no
1554,combined,cvc4,Select:575b,poison,yes
1555,combined,cvc4,Select:575b,undef,yes
1556,combined,cvc4,Select:575b,values,no
1557,combined,cvc4,Select:576a,poison,yes
1558,combined,cvc4,Select:576a,undef,yes
1559,combined,cvc4,Select:576a,values,no
1560,combined,cvc4,Select:576b,poison,yes
1561,combined,cvc4,Select:576b,undef,yes
1562,combined,cvc4,Select:576b,values,no
1563,combined,cvc4,Select:637,poison,yes
1564,combined,cvc4,Select:637,undef,yes
1565,combined,cvc4,Select:637,values,yes
1566,combined,cvc4,Select:641,poison,yes
1567,combined,cvc4,Select:641,undef,yes
1568,combined,cvc4,Select:641,values,yes
1569,combined,cvc4,Select:699,poison,yes
1570,combined,cvc4,Select:699,undef,yes
1571,combined,cvc4,Select:699,values,yes
1572,combined,cvc4,Select:700,poison,yes
1573,combined,cvc4,Select:700,undef,yes
1574,combined,cvc4,Select:700,values,yes
1575,combined,cvc4,Select:704,poison,yes
1576,combined,cvc4,Select:704,undef,yes
1577,combined,cvc4,Select:704,values,yes
1578,combined,cvc4,Select:705,poison,yes
1579,combined,cvc4,Select:705,undef,yes
1580,combined,cvc4,Select:705,values,yes
1581,combined,cvc4,Select:719,poison,yes
1582,combined,cvc4,Select:719,undef,yes
1583,combined,cvc4,Select:719,values,yes
1584,combined,cvc4,Select:720,poison,yes
1585,combined,cvc4,Select:720,undef,yes
1586,combined,cvc4,Select:720,values,yes
1587,combined,cvc4,Select:727,poison,yes
1588,combined,cvc4,Select:727,undef,yes
1589,combined,cvc4,Select:727,values,yes
1590,combined,cvc4,Select:728,poison,yes
1591,combined,cvc4,Select:728,undef,yes
1592,combined,cvc4,Select:728,values,yes
1593,combined,cvc4,Select:740,poison,yes
1594,combined,cvc4,Select:740,undef,yes
1595,combined,cvc4,Select:740,values,yes
1596,combined,cvc4,Select:741,poison,yes
1597,combined,cvc4,Select:741,undef,yes
1598,combined,cvc4,Select:741,values,yes
1599,combined,cvc4,Select:746,poison,yes
1600,combined,cvc4,Select:746,undef,yes
1601,combined,cvc4,Select:746,values,yes
1602,combined,cvc4,Select:747,poison,yes
1603,combined,cvc4,Select:747,undef,yes
1604,combined,cvc4,Select:747,values,yes
1605,combined,cvc4,muldivrem:152,poison,yes
1606,combined,cvc4,muldivrem:152,undef,yes
1607,combined,cvc4,muldivrem:152,values,no
1608,combined,cvc4,muldivrem:229,poison,yes
1609,combined,cvc4,muldivrem:229,undef,yes
1610,combined,cvc4,muldivrem:229,values,no
1611,combined,cvc4,muldivrem:239,poison,yes
1612,combined,cvc4,muldivrem:239,undef,yes
1613,combined,cvc4,muldivrem:239,values,no
1614,combined,cvc4,muldivrem:290:292,poison,yes
1615,combined,cvc4,muldivrem:290:292,undef,yes
1616,combined,cvc4,muldivrem:290:292,values,no
1617,combined,cvc4,muldivrem:876,poison,yes
1618,combined,cvc4,muldivrem:876,undef,yes
1619,combined,cvc4,muldivrem:876,values,yes
1620,combined,z3,AddSub:1040,poison,yes
1621,combined,z3,AddSub:1040,undef,yes
1622,combined,z3,AddSub:1040,values,no
1623,combined,z3,AddSub:1043,poison,yes
1624,combined,z3,AddSub:1043,undef,yes
1625,combined,z3,AddSub:1043,values,no
1626,combined,z3,AddSub:1164,poison,yes
1627,combined,z3,AddSub:1164,undef,yes
1628,combined,z3,AddSub:1164,values,no
1629,combined,z3,AddSub:1165,poison,yes
1630,combined,z3,AddSub:1165,undef,yes
1631,combined,z3,AddSub:1165,values,no
1632,combined,z3,AddSub:1176,poison,yes
1633,combined,z3,AddSub:1176,undef,yes
1634,combined,z3,AddSub:1176,values,no
1635,combined,z3,AddSub:1202,poison,yes
1636,combined,z3,AddSub:1202,undef,yes
1637,combined,z3,AddSub:1202,values,no
1638,combined,z3,AddSub:1295,poison,yes
1639,combined,z3,AddSub:1295,undef,yes
1640,combined,z3,AddSub:1295,values,no
1641,combined,z3,AddSub:1539-2,poison,yes
1642,combined,z3,AddSub:1539-2,undef,yes
1643,combined,z3,AddSub:1539-2,values,yes
1644,combined,z3,AddSub:1560,poison,yes
1645,combined,z3,AddSub:1560,undef,yes
1646,combined,z3,AddSub:1560,values,no
1647,combined,z3,AddSub:1564,poison,yes
1648,combined,z3,AddSub:1564,undef,yes
1649,combined,z3,AddSub:1564,values,no
